text,labeled
@US_FDA The reason people don’t trust you is conflating animal use with human use and dosing. Obviously people shouldn’t take animal dosages of Ivermectin. Studies for Covid don’t use animal formulations. Honesty is not your strong suit #COVID19 #disinformation,0
"Covid is a FRAUD

f_r _ * _ u_d
#ivermectin
#Covid_is_a_FRAUD
#COVID1984
#COVID19
#new_world_order
#النظام_العالمي_الجديد
#genocide
#Vaccine
#COVID19Vaccine
#vaccinedanger
#vaccineinjury
#vaccinedeath https://t.co/bk240lNNNC",0
@aboluowang Ivermectin is what people in The United States is using for Covid. It works.,0
Amazing story…How Ivermectin Saved Louis Gossett Jr. from Dying of COVID-19 - by Peter Joffre Nye - RESCUE with Michael Capuzzo https://t.co/DjPVxbfQLs,0
"Celebrities
tell us how safe
#COVID19 #VaccinesSaveLives 
are

Suffering people
show us in graphic detail
what #COVID #Vaccines 
actually did to them

Here is The Brutal Truth

#GlobalGenocide 

#Genocide 

#BigPharma profits
as PPL suffer
&amp; die

Evil

https://t.co/1lv0X8vnCt",0
"“As more Americans became aware of ivermectin’s efficacy against COVID-19, like clockwork the government and its propaganda arm in the press jumped in to discredit it, referring to the drug snidely as a “horse dewormer.”  https://t.co/b4UyJL9Vg5",0
"@alwebbj Well, that's not gonna work for Uncle Joe's proclamations about a ""pandemic of the unvaccinated"" now, is it????",0
"Covid is a FRAUD
#ivermectin
#Covid_is_a_FRAUD
#COVID1984
#COVID19
#new_world_order
#genocide
#Vaccine
#COVID19Vaccine
#vaccinedanger
#vaccineinjury
#vaccinedeath

 https://t.co/z0SnQTZR99 #OANNStefKleinhenz https://t.co/M0SPx7qZMd",0
perhaps they are lying to cover up #extraterrestrial origin of #COVID19 https://t.co/xBmXyjQEx4,0
"@wellboy 1. They don't prevent you from getting covid
2. They don't prevent you from spreading covid
3. They don't prevent you from dying from covid
4. covid has a 99.9993% survival rate
5. Treatments exist (HCQ &amp; IVMCTN)
6. No long term testing
7. Theyre not a vaccine
8. Filled w/ poison",0
"Remember Biden math:
Actual $600 pandemic stimulus pay't is the same as the promised $2K.
A 70% reduction!
Therefore, be ready to paint the town red with Joe Manchin's very generous offer of $1.5T.
Never mind it should be at least $6T.
We're pragmatically comforted by less than.",0
"@USATRUMPMAN1 Rural areas are also where Biden’s Covid infected, noncitizen aliens are being sent to.  I’m so sorry they have to suffer because of Tyrant Biden. 😔🇺🇸",0
@newsmax The jab that keeps on giving.... you Covid.,0
#VaccineSideEffects #VaccineDeath #NoMandatoryVaccines https://t.co/WSY56Zm4nM,0
"Johnson &amp; Johnson: Children Don’t Need the ‘F*cking’ COVID Vaccine Because There Are ‘Unknown Repercussions Down the Road’…Want to ‘Punish’ Unvaccinated Adults &amp; Turn Them Into ‘Second-Grade Citizens’ for Not Complying with Mandates

#ExposePharma https://t.co/Upd6aEO0fc",0
@Covid19Critical Yes! There seems to be more than one reason for big pharma to bury ivermectin. https://t.co/PhmBgrKcDl,0
@ClayTravis All these liberal clowns have lost all common sense with Covid. Can’t even have a conversation with them. This is the biggest scam for government control and big pharma profits. Look at Uttar Pradesh. Down to almost 0 cases since Ivermectin use.,0
"@pbump The best thing about this cartoon is that (colossal pos) Ben Garrison drew it while treating his severe covid with ivermectin and beet juice
https://t.co/fT2Su8Ik6b",0
@ergowend @Martyray59 @soledadobrien There is more than one therapeutic for COVID-19. Ivermectin is one. It would not have done him harm to treat him with it.,0
"Bronson and Allard are now tag teaming the covid filibuster. My anger is growing. 

Bronson asking about Russian ivermectin availability. He is cranking horse paste. Our damned Mayor is into the weeds on this 

DOCTORS HELP US.",0
"@ToTheLifeboats 1.   2 Covid cases in our house. 1 took ivermectin, hcq, antibiotic, d3, VC, zinc…
2.   The other took no ivermectin, hcq, or antibiotic. But did take d3, zinc, VC, K-2.
The 2nd person antibody test was +1800, # 1 person 10. Ivmct, hcq protocol worked, but now fewer antibodies",0
What do you think that DC politicians aren't required to tack a vax?? You dam fools they have the cure.ivermectin. hydroxycho https://t.co/acMPgwR4XG,0
"APRIL 2020
Ivermectin For COVID-19: Parasite Drug Shows Early Promise  https://t.co/Rk87NiG9qp from @WebMD;",0
"@Attila320 @CDCgov @US_FDA The same people who told you to get vaccinated are the same people who told us not to worry about COVID. The same people who told us that Ivermectin didn't work are the same people who just rolled out a pill that is similar, to sell to the public. https://t.co/zFLJf0HZKm",0
"These experimental ""vaccines"" are neither safe nor effective, and yet we persist with this failed plan to jab our way out of covid.  #IvermectinWorks #TreatTheSick #CovidEnds https://t.co/OKgMBUaZoA",0
At least Biden doesn't want to have the horses vaccinated against Covid-19.  That's because the horses are already on Ivermectin.  🤣 🐎 https://t.co/3oVKsdWeMm,0
@TheSpeedofGrace @Sacerdotus @OneMadMomBlog @UgonnaMario @3Forgivness @kbeehattie Ivermectin stopped my three weeks of COVID19 overnight. I’m suffering from four comorbidities but thanks to ivermectin I’m perpetually immune to COVID19.,0
"@mpaschal34 @LEFTY21211 @JDJD2814 @mcuban remember that whole ""lol horse paste"" trend among the branch covidians a few weeks ago? it was because pfizer is making their own ivermectin, a daily antiviral that will need to be taken daily between 5 month booster shots. 
https://t.co/W93IT2XwF6",0
"Define misinformation, Shifty Schiff?

Remember when the Wuhan lab leak theory was full on tinfoil hat territory? https://t.co/ikK6UyIgke",0
"@nytimes CCP Virus≠China Virus  
     Chinese people ≠ CCP Communist Party https://t.co/WWncirRERg",0
"Dr. Pierre Kory during the senate hearing: immerse amount of data have shown that Ivermectin is a life-saving early treatment against Covid-19.
https://t.co/crcyDcLKPE",0
"210 million people-----around the world have now recovered from the Coronavirus

(They naturally recovered)

Their immune system beat the virus

And no mention of this at all by politicians and the media

That should set off all kind of alarms and bells

https://t.co/qShAeFnwse",0
"How the #COVID19 lies
contradict
CommonZense

It is BLOODY OBVIOUS
SOMETHING
happened in #Wuhan 

But #pandemic?

No

The whole thing
is an orchestrated scam
to get PPL jabbed

To get PPL sick &amp; dead

Profits for #BigPharma 

Follow the money .... https://t.co/O2MQUuJXLq",0
"For those who have already been vaccinated, avoid second and third vaccinations; If you start to develop symptoms, seek help and don't hesitate to ask your doctor to prescribe ivermectin-enhanced limycin and artemisinin to treat Covid-19 infections https://t.co/itamPfBspi",0
"@mcuban The more humans rely on science to keep their bodies alive for an extra few minutes at the end of it all, the less likely humans will be able to fend off natural infections.
Natural Immunity is key, whether you agree or not! https://t.co/PvlrAlcaW6",0
"@mcuban By getting Covid... the way we’ve done it for, oh I don’t know, a few 100 million years.",0
"@POTUS #Pfizer is testing #Ivermectin, now renamed PF-07321332, to help with #Covid. They have done this so they can make this drug more expensive than Ivermectin, despite the fact they are the same drug. https://t.co/KPTdveQ8Ap - a smear campaign on an effective drug won’t age well!",0
Pfizer Launches Final Study For COVID Drug That's Suspiciously Similar To 'Horse Paste' | ZeroHedge https://t.co/eqkWn6paZQ,0
@NototyrannyNOW @wellboy Covid is real. I’m currently almost over it. It was nasty but I believe it was a bio weapon developed to kill. I’m perfectly healthy and my immune system along with ivermectin and a bunch of supplements helped me heal. If you’re diabetic or other health issues. No bueno.,0
"@GalaxyDreams75 @RobertKennedyJr THE RISK OF ADE IN COVID‐19 VACCINES IS NON‐THEORETICAL AND COMPELLING

https://t.co/I3s0AIUiny…

CDC Chief “overrules” advisory committee to roll out COVID boosters with the information from the jabs 
https://t.co/bboQyA7XYB

#StopTheTrialVaccinesNow 
#NurembergTrialsForCOVID",0
"@uhwuhna @AllHandsCook When to get covid?

NEVER

ALL data from EVERY country, suggests we've created an unknown physiological bomb

All a non-sterilizing vax ever did was make it so we could slow the burn, Ab is only ~8% less fully vax'd than ON, that's what a return to ""normal"" is",0
"@epicmelonpop @Cod_Gamer03 @JediSlasher @AP For arguments sake, let's agree. her covid test was positive, and it wasn't a false positive. She had COVID.

Let's agree also: she died. let's agree she died with covid.

Proving she died BECAUSE of covid, is beyond impossible. 

Let's agree she did. so what????",0
"Thread by @R_H_Ebright:
——
""Wuhan scientists were planning to release enhanced airborne coronaviruses into Chinese bat populations to inoculate them against diseases that could jump to humans, leaked grant proposals dating from 2018 show."" https://t.co/PgGFayExoA",0
"@MyrrhKat Actually, Ivermectin &amp; chloroquine are older drugs used in treating deceases like malaria. I was treated with chloroquine for malaria in '90. Now, been used successfully to get covid situation in India under control. Big pharma don't want it because it will derail vax rollout.",0
Fauci Moves COVID Goalposts AGAIN! – Republican Daily https://t.co/OzUbF1hK9U,0
"@troy_the_boyy Not really. Doctors cant refuse you by law. It's why they cheat in other ways with the financial services.

A vaccination for a 80% survival is no were near the ""pandemic"" obesity and smoking us but it's still treated without a sociopolitical question.",0
"@JesseKellyDC PART-II REF 5685
THE VIRUS -I ERADICATED WORLD AND VIRUS -II AT PRESENT RADICAL DEMOCRATS .THE POLITICS-CONSERVATISM CAN MIX BUT WHEN POLITICS-CONSERVATISM AND OWN IDIOTIC AND ADAMANT MIX THE CURRY GETS OVER SALTED AND DESANTIS PERFORMED THOSE AT PANDEMIC LAST STAGE",0
"@DanielAndrewsMP What are you doing about the availability of prophylaxis and treatment s for Covid19 such as Regeneron, Hydrochloriquine, Ivermectin, Vitamin D3, Zinc tablets?  Surely you should find these if you are prepared to fund more expensive options like Pfizer that aren't as effective?",0
"The vaccine mandates are for one purpose -- to isolate and identify the non-vaxxers.
They will be the scapegoats for the failure of the Biden Admin. to get to ""Zero COVID"" which was what Biden said his policies would accomplish.",0
"@AlboMP Why? 
1. Plenty of people already have immunity from exposure
2. Covid vaccines and sterilizing, don't prevent transmission or reduce viral load (https://t.co/1fuQbqKCVx)
3. Healthy people are not at risk from Covid https://t.co/e8zVQU3xRP",0
"1) I don't trust the government.
2) I don't trust big pharma.
3) I already had COVID, natural immunity is better than the vaccine.
4) 99.7% recovery rate.
5) 95% of all deaths over 50 yrs of age and 2.3 additional co-morbidities.
6) Unknown long term side effects.
7) VAERS report https://t.co/K68BnNR3g7",0
Pfizermectin? Is Pfizer Rebranding Ivermectin to Use to treat Covid-19? https://t.co/4FvElOFnal #story,0
@conservatismDNA @thehill Everything you just described is the effect of covid on our country and our world. Stop blaming covid on Trump.  It’s the WHO and the CDCs fault for downplaying this in the beginning.,0
"@wito2k @reid_bj @NikkiFried @GovRonDeSantis @JohnsHopkins 4.01 BILLION doses of Pfizer COVID vaccine administered worldwide

CONFIRMED serious adverse rate is 0.00008% ..... 92% of which is NON-FATAL

An 8-year old can file report on VAERS, after finding Mommy's WiFi password

Raw VAERS data is 100% UNRELIABLE

Only idiots trust it",0
"@jimdtweet @JohnDublin10 @EricWil06256732 @IngersolRobert @Shinedown1911 @Narvuntien @priscian @OscarsWild1 @BigRakaDoc @Canadianworker2 @BubbasRanch @RobMeekel @FillmoreWhite @robinlarder @RealBeeOlogist @DawnTJ90 @ejwwest @keithamccluskey @25_cycle @SniemN @BarbaraGirouard @rln_nelson @DanielKuhn1975 @Jaisans @Extinct55021670 @chimera414 @GlennCarr6 @BridgetHolmstro @IanDJbrown2 @MedBennett @robhon_ @Tcaddy5 @TheDisproof @LauraSunlight @Tragiicomedy @HalBrow68884227 @BradSchrag @RushhourP @Sdg13Un @dtd1985 @GuyGadboisGuyG1 @dan613 @Keeper_86 @organicdot @BrknMan @WayneAllanH @JeffersonianAll @tracemetalclean @geof_hughes @Cherfan4ever1 ""You are trying to make an argument against vaccines""

3rd time: This article has NOTHING to do with vaccines.

You were talking about EXCESS DEATHS being 10% higher in 2020 due to COVID.

The article suggests 2.3 million excess deaths in 2020 are attributable to lockdowns. https://t.co/2lVOgazz2S",0
@SkyNewsAust Good. She's been lying about covid. People aren't stupid. Vaccine doesn't work. It's killing people left and right.,0
"@NewsPiper1 @soledadobrien Russell medications can have several uses. Rituximab is used to treat leukemia, rheumatoid arthritis, kidney disease, epstein barr virus. The same people clowning on ivermectin are the same people that will praise pharma for releasing an updated ivermectin to treat COVID.",0
"„…vaccine, which she had in February and had caused some tiredness. But by May, the problems were getting worse and she decided to seek help. Three weeks later…Viv had stomach and liver cancer. …cancer was 'very aggressive' and 'had spread'.“ 🤔
https://t.co/cBmqWgapVo",0
"@ANTHONYBLOGAN He could’ve recovered if unvaxxed!
With ivermectin or hydroxychloroquine ,vitamin D vitamin C ,Zinc  family friends sunlight exercise . My coworker passed away he was fully  vaccinated after he gave me and my supervisor Covid and we both recovered!
Visit https://t.co/f60kNSVZPz https://t.co/5lRojQ6eyL",0
"@Acacia1771 So this is EXACTLY why I didn’t take the jab. I was pregnant and had covid already.

The govt said it’s not safe for pregnant and breastfeeding mothers.

Two weeks later, all of a sudden, it’s recommended.

Pfizer launched trials for that demographic 2 weeks ago. 😂",0
"In the before time, the long long ago (BC – Before Covid) deworming was an off-label use for the antiviral ivermectin. Today, the strawman becomes The Science. https://t.co/1rAmE72NI3",0
@POTUS So you spend billions on importing covid19 from Afghanistan and across the southern border all the while you impose medical apartheid on people.,0
"@RealDealBeal23 I applaud you for your questions into it, you’ve already had covid.

If people are telling you to get vaccinated, their crazy and obviously don’t follow science in anti-body and memory T cells.

I’m vaccinated and it’s your choice.",0
"Covid 19 forced vaccination is the dream of ancient pharaoh.
1. Forced labor / Coerced resignation
2. Bonded labor / Survival
3. Chattel / Society exclusion w/ lockdown

Never obey. 
Governments are not people's masters.
Do not allow China's communism to spread. https://t.co/wKdIfCbrGk",0
The danger of the Communist Party to humanity is no less than the danger of the communist epidemic Corona,0
"Stop the killing #IvermectinWarriors #Ivermectin #IvermectinWorks therapeutic drugs #Therapeutics 2015 Nobel Prize in Physiology, 4 Billion doses to *humans* (not to horses), hundreds of millions of people have taken it https://t.co/2zPWW7Ru7m",0
"@jordanbpeterson Mostly true. 

Most masks people wear today (used more than once, longer than 20 mins) are worthless. Unvented N95 only truly good mask. https://t.co/DoarL5QRQw",0
@MichiganTea Why did she go to the hospital? Why didn't she stay home and take ivermectin?,0
"@The_Chaos_Ninja @TheRebellion71 Same here.  I was sick last April for almost 3 weeks with Covid. I just rested.  Wouldn’t get the shot before I was sick, and wouldn’t get it now.",0
"Truth is Covid cases won't come down 
They will only get worse 
Because adverse reactions to the vaccine like heart problems and blood clots are the cases, government have informed doctors to say it is covid as a cover up!",0
"@wolverineclaw99 @twinelm @Jim_Jordan @SueDinNY 04 using the same protease inhibitor mechanism as Ivermectin.
https://t.co/Yqrax6tuKW",0
The government wants as many to die from Covid vaccine as possible because there goal is to kill the weak in stature. https://t.co/Z2zKWa3OTC,0
"@ajamubaraka @PaulSorrentino3 It makes no sense that the govt is trying to force dangerous bioweapons on anyone and that maybe 1/3 of the population is fine with this!!!

And since vaxxed employees still get covid &amp; spread it, what's the purpose of firing UNvaxxed employees?!

#Fascism",0
"@MassGovernor @BraintreePolice But now unvaxxed State Troopers are fired right!!!  What happened to my body my choice.

Everyone under the age of 55 has a 99.9% chance of surviving Covid and you all blew this!!! and now you want to punish ppl more.  

Natural immunity?

Friggin sadistic politicians!!!",0
@AsuncionInno @marclamonthill But why is a vaccine necessary for those that have had Covid? Makes no sense.,0
"@CDCgov The @CDCgov ignored the research they paid for and doesnt care about us at all. This virus can be carried by domestic pets so, in reality the more vax we make the more variety of the virus we will get. Vaxed people are dying and they are not reporting them to fit their agenda",0
"CCP terrorist exported China Virus rj 
#CCPRiseHumanRightsDies
 https://t.co/jPBRge2a4B",0
"@wellboy Until the vaccine actually helps with Covid &amp; has no side effects, not needing 4+ additional boosters.. still unknown if it helps. Seems to be the vaccined are the ones getting sick. As a healthy individual, I’ll sit this one out until further discovery is completed.",0
"@arkmedic @Nowheremaam @noorchashm Yeesh, no wonder they need such a massive propaganda campaign, it's entirely likely it offers no benefit whatsoever, except maybe adding some evolutionary pressure to prolong the pandemic.
Almost like every choice they've made was the wrong one, oh yeah just like in event 201",0
"@maryforbus @dianaberrent The vaccine helped my long COVID a lot. I have Crohn’s Disease and am on IV nutrition and don’t absorb anything orally, so ivermectin wouldn’t be an option for me, even if it reversed permanent heart, lung, and vascular damage, which it doesn’t. Thanks for the tip, though!",0
"Joe Biden you are evil for diong this to our heros!

Health-care employees in New York who are fired for refusing to comply with a state law requiring them to have the COVID-19 vaccine to continue working will not be able to collect unemployment benefits.

https://t.co/220fflxKd3",0
"31 Districts Are #COVID FREE!!!
- State Govt

#COVID19 #Covid1984 #COVIDIOTS #vaccineSideEffects #vaccines #vaccinedeaths #VaccineMandate #FauciLiedPeopleDied #Resist #CDC #Freedom #WeThePeople #NaturalImmunity #ProtectYourFamily #RemdisivirKills https://t.co/sSmrVCg8pM",0
"@mitchsofresh @GarnetBlack81 @supermcdavid97 @wantingout1 @ctvedmonton I don't understand why these cowards don't put them selves on a lockdown. If they're afraid, they should stay home and let the rest of us live life freely.",0
"@TheRealPro7 They dont trust politicians, but they trust them on the covid/vaccines 😂 😂",0
"@newulm55 @federicolois When this started I initially thought ""We should try wearing N95 masks! I've spent thousands of hours wearing them for industrial work. They're fine.""

...then I realized 1) all those hours were masks with valves on them, 2) public health is filled with crazy nut jobs.",0
"Reported as a 12 year old’s reaction after receiving a covid shot in Malaysia.  

Shot or no shot they should at least remove his mask so he can get oxygen!! https://t.co/HsXFTyzDoq",0
"12 year old injured on Pfizer vaxx Clinical trial

Thread

The pattern continues, with 12-year-old injured during Pfizer COVID trial

Maddie de Garay was 12 when she voluntarily participated in Pfizer’s COVID-19 vaccine trial for 12- to 15-year-olds in Ohio. After she took the",0
"@GinoGonzo198 @ChristinaPushaw Ask the Mask tyrants

What Masks are you Mandating?

What are the Specifications?

Show the Mask Manufacturer's Claims/Data stating their product is Designed/Constructed to prevent Covid/Viral Transmission among children

Show ""the science""

Dems are Forcing Muzzles on children",0
"@poohpie1973 @SaltyCracker9 Most got covid19 from patients and don’t need to get it, yet this is how their repaid",0
"@do_mer_si @RealJamesWoods That baby is in an environment that puts a premium on clean air. Plus aren't all medical personnel ""vaxxed""? And that ridiculous contraption would be worthless without n95 PPE. The maskers and the vaxxers are a certified cult.",0
"CCP terrorist exported China Virus MD 
#CCPRiseHumanRightsDies
 https://t.co/CB4hLjGdUr",0
"@_DamnBucky I see Australia in our future unless the COVID bull$hit and COVID jab narrative falls soon. It's all crap to lock us up, control us and zombify us. Look at this video that came out in 1995. It's been planned for a long time. https://t.co/rH1tgOuJte",0
"@riderwbow @AndrewLazarus4 @SkepticalMutant @Tony__Heller @GeoffSchuler @GoSteelers2019 @Ender205 @MaureenStroud @Bosky83 @provaxtexan @zeetubes @mcfunny @Fleur_Ru11 @melcake1000 @AkireTe @crabb_vicki @Kathmarval @AJL037 @SultaneAlexand1 @JimeeLiberty @michaelbranniga @WendyOrent @IamTybalt79 @MsTrixter @TakethatCt @FactPhily @ItsScienceJim @T33879 @TonyBaduy @MichaelBuerger8 @CptMutant @StephenBevan15 @andylumm @OldIowaGirl @realPitBullDog @ActivistChick7 @RickLazzarini @krebiozen @Ryanleitch18 @Sallysheeple @AndrewBowdenSm1 @MrDarcy1815 @Shared_facts @LargeCoffee2Go @21WIRE @SeriousSkeptic @nomyhutch @zinlo22 @77777rep @rdqBlueRidge Are these sign in the stars, like astrology, or in the tea leaves, or cards, like tarot?

The DATA is what the science is based on. &amp; it shows confidently &amp; irrefutably that people can get excellent protection from serious illness from the zoonotic coronavirus causing Covid-19.",0
"@heather_wynalda Yes I caught covid, and took HCQ and snapped right out of it in about 5 days. Have some Ivermectin if I happen to catch the bug again. Refuse to get the vaccine, to many bad stories out there.",0
@jimcavendish @twinelm @Jim_Jordan @SueDinNY This new Pfizer COVID-19 drug should be less expensive than Ivermectin BC it only uses the same protease inhibitor mechanism and not all of them and the corrupted senators in Washington are already working on increasing the price of this new Ivermectin derivative.,0
"@Bosca61 @NeejaB You don't know anything about me or my life.
My loss of family and friends to do ""what is right"", a Vax that doesn't work!
All the harm and loss.
I asked what treatments are given to patients with covid19.  Plain and simple!
She's a Dr.
Giving a patient O2.
18 months later.....",0
@Sites4Congress @Jim_Jordan 😂😂😂Fauci gave funding to Wuhan and the research linked to Covid Virus and WHO prevented the early lab investigation.,0
"@NJRedJax @Barbara74049331 NJRedJax...
IMHO...
WHEN Trump regains the Whitehouse one of the first E.O.s that he should issue is to strip the covid vax makers of their immunity
from being sued (covid only)
AMERICA FIRST!!
😎🇺🇲🇺🇲🇺🇲😎",0
"@fakedmath @BoomerCapital @lawrygl @NikkiMcR @mmfa Those are known as serious causes of death (unless accident is not deadly and suicide attempt is unsuccessful). 
The dangerous disinformation is with COVID. Some still call it a hoax, treat it with Ivermectin, or insist that vaccines can't be mandatory when many other shots are.",0
"@SkyNewsAust not even worth the effort, CHINA has proven time and time again that they try to overt people's opinions by there regulated news and  twits. 
Open up to what YOU actually do.
let an independent committee invistage CHINA. Covid, legal system, Uyghurs",0
"#COVID19 #Vaccines 

Volodymyr Salo: 19-year-old Ukrainian student gets Pfizer mRNA injection behind his family’s back, dead seven hours later https://t.co/RtcBuEZ7Ir",0
"@_KimberlyHoward @BBilbins @FreixoHugo @RWMaloneMD Kim is correct. Ivermectin in India has been quoted at less than $5 per weeks supply. 

Ivermectin patent has expired so anyone can make it.

Covid vaccines are patented.

Follow the $$$",0
@DavidFr48475857 Even though India government health says it works and life is back to near normal there thanks to Ivermectin &amp; Israel has gone the opposite way with triple doses of COVID vax .,0
@heather_wynalda No vaccine. No covid.,0
"@lozza929406 mcgowan not only locks the border he wants every one to be more friendly with china who released the virus 
does he want the people to thank the Chinese goverment for destroying our way of life",0
"@drcheruvarun @vijayanpinarayi @drabbyphilips Your pinned twt says about efficiency of vaccines. But what is happening in Israel, going for the 4th dose? Why ICMR removed ivermectin from covid protocol ahead of festival season inspite of being extremely effective in UP? Are they givinf a red carpet welcome for 3rd wave?",0
@BernardKeane ChinaVirus,0
@JeremyAlanMOB These viruses were created in a lab in Wuhan! Mask up before collecting! 👀 🦠 https://t.co/lhR8CdmHrN,0
"During this pandemic, its important to take care of our health. This product is loaded with vitamins to improve our digestive system. If i could buy this product, i would. I trust Bright and brands he endorses 🤍

#SynfiberXjamesjibright 
#bbrightvc @bbrightvc https://t.co/rKJeCjEzfy",0
"Do you need to create a business for yourself with out outrageous costs? Because of Covid 19 more people are still at home. This is a way you can make money from home. Please contact me or check out this opportunity.
https://t.co/JnGN6mGMIE",0
"@ClayTravis @RandPaul @mcuban You definitely can get Covid again, no natural immunity.  But vaccination after infection gives super immunity!  If you were a real doctor you would know this",0
@TheRincloud @HardCoreAds @bodhienergy108 @mcuban Dr. Samadi (if he’s even a MD) is reckless by labeling it “COVID hospitalizations”. This kind of misinformation makes the dumb ones even dumber. It’s really sad.,0
TOTAL  HYPOCRISY !!! Why is it that vaccinated Canadians can't come across our Northern Border but illegal immigrants can come across our Southern No Border untested and unvaccinated? It is estimated that 1 in 5 illegal immigrants has COVID-19. Again TOTAL  HYPOCRISY  !!!,0
"@DMonroeIII @GregAbbott_TX The shots are free to everyone that wants them.  Stop blaming other people for someone's personal choice.  Also, Covid ain't shit.",0
@davidwebbshow Nope. Just as the Covid Welfare Project intended.,0
@crispyfi @sssandy1321 @DanielAndrewsMP To say it works in anyone under 65yr old is just stupid as the covid virus had nearly no chance of giving you anything more than a runny nose. The UK government said from day one most people will have slight or no symptoms even in the vulnerable category.,0
"@aidaint I don't understand Why are people still kissing CHINA's ass these days?? after its virus murdered 4.5 million + around the globe ..  and their disgraceful uncooperative actions on the virus investigation.   SHAME on you AIDA, just like the WHO !! https://t.co/LzOSlXl2WY",0
@DrewLawDesign Covid is over,0
"@gdtrble @OregonGovBrown Highest vax rates on world  provide the clear conclusion, they are not preventing Covid trans by 96% like we were promised. The highest vax rates are currently the places with the worst outbreaks. The nurses and medical pros are being fired for making an educated choice. FreeDUMB",0
@ctoLarsson Never had a single lockdown in the part of Western Australia where I am. No lockdowns no masks nothing. Enjoy your media misinformation,0
@Jim_Jordan Completely agree! State of Mass. Told my husband if he isn’t vaccinated by a certain date he loses his job. We have both had Covid. It’s more risky per science to vac. After natural COVID,0
"it only promotes their agenda of instilling socialist medicine and govt controlled healthcare. they can get rid of babies and the elderly and those who are ""too"" sick to be considered worthwhile https://t.co/ZQrlQowTB0",0
"Cold = covid
Allergies = covid
Flu = covid
Reflux causing a sore throat = covid
Stomach flu = covid
Food poisoning = covid
Mono = covid
Pneumonia = covid
Asthma = covid
Lyme = covid
Vax reaction = covid
Pulmonary fibrosis = covid 

The new science from the Alberta government. 🧑‍🔬 https://t.co/lU4gThLlmv",0
@jwalgast @henryrodgersdc And if we were REALLY in a pandemic do you think that hospitals would be firing staff?,0
"""pandemic""
Fire hundreds of care personnel
Lie through teeth about virus lethality
97% survival rate
Push vaccines
Mandate masks
Mandate vaccines
Masks don't stop virus
Masks cause sickness
Vaccines don't stop virus
Vaccines cause sickness
""Pandemic""",0
"@the_moviebob Bro… instead of relying on a vaccine to keep you alive, have you thought about losing weight and being healthy? Has been much easier during the pandemic if you just get/stay healthy https://t.co/HU63btqyIs",0
@jordanbpeterson LoL do you see the shit show you started? This covid thing has developed into a religion.,0
"@WHCOVIDResponse @WhiteHouse THE BEST THING YOU CAN DO FOR AMERICA AND THE CHINA VIRUS IS TO GET RID OF FAUCI, AND THE VAX, LET THE VIRUS RUN ITS COURSE AND THEN WE WHO SURVIVE WILL ALL HAVE IMMUNITY !!  THE VAX IS A KILLER SHOT AND WE THE PEOPLE DO NOT WANT IT OR NEED IT ! WE WANT TO LIVE OUR LIVES FREE !!!",0
@RCavagnol @StLukesHealth Oh yeah but my friend's 19 yr old is dead and my grandpa from the vaccine.  How about you tell us why we're having this pandemic? It's not bc of unvaccinated you lying pos mfers. He's dead 7 days later same with my friends daughter so fuck off https://t.co/vtx4MMlkqh,0
@heKtikIstOxIc @Nothing73144852 @FnkyColdModerna Really?  I’ve given blood 5 time since having Covid. 14 months later still have antibodies. They want you to get a booster 6 months after the vax. Which is better? Oh BTW went to college football game last week w 109k unmasked. Didn’t catch covid.,0
"@JamesfWells Still wouldn’t take their poison. I know too many vaxed people getting covid ( 1 dead) and I’m witnessing too many unexplained deaths and illnesses in older people. 
@grantshapps is not going blackmail me.",0
"559 days of the EVIL New World Order Power Grab.

The fear worked.  As usual.

When are people going to learn?

🙄

#COVID19 #COVID #COVIDIOTS #CovidVaxExposed #NoVaccinePassportsAnywhere 

😎 https://t.co/EfVqtR7sir",0
"@DhirajH1N1 @MthokozisiMkha5 I believe you.

It is obvious that the majority of 78 year olds survive covid.

Statistics say this so I have no problem believing you.

Nature certainly didn't cure him like the guy said, the majority of people in his age bracket don't die...",0
"@jimdtweet @Narvuntien @JohnDublin10 @rvrs_man @EricWil06256732 @IngersolRobert @Shinedown1911 @priscian @OscarsWild1 @BigRakaDoc @Canadianworker2 @BubbasRanch @RobMeekel @FillmoreWhite @robinlarder @RealBeeOlogist @DawnTJ90 @ejwwest @keithamccluskey @25_cycle @SniemN @BarbaraGirouard @rln_nelson @DanielKuhn1975 @Jaisans @Extinct55021670 @chimera414 @GlennCarr6 @BridgetHolmstro @IanDJbrown2 @MedBennett @robhon_ @Tcaddy5 @TheDisproof @LauraSunlight @Tragiicomedy @HalBrow68884227 @BradSchrag @RushhourP @Sdg13Un @dtd1985 @GuyGadboisGuyG1 @dan613 @Keeper_86 @organicdot @BrknMan @WayneAllanH @JeffersonianAll @tracemetalclean @geof_hughes ""The current rate in Singapore is 4 deaths per week per million""

From July 14 to October 11, 2020 (90 days), there were 0 COVID deaths in Singapore. That was when 0% of Singapore was vaccinated.

Now, with 80% vaccinated, the death rate is 4 per week.

Which rate is better, Jim?",0
"The Covid 19 vaccines caused over 10,000 deaths after the first 6 months.

On 9/11...2,996 people lost their lives between the attacks at the Pentagon, World Trade Center and the Twin Towers.

(Swine Flu vaccinations were halted after 12 associated deaths)

#VaccineMandatesWork",0
